"scenario_id","replicate_id","n","J","J_block","true_K1","true_K2","fit_K1","fit_K2","BIC_mod","mean_parameter_count","elapsed_min","seed","path","true_model_BIC","best_incorrect_BIC","BIC_margin_best_wrong_minus_true","best_wrong_K1","best_wrong_K2","correct"
5,1,1000,72,36,2,2,2,2,149134.499611845,266.99,0.989167479674021,5970202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_001/fit_K1_2_K2_2.rds",149134.499611845,149487.970659266,353.471047420986,3,2,TRUE
11,1,1000,72,36,3,3,3,3,150167.831286442,301.864,1.34585958719254,11970303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_001/fit_K1_3_K2_3.rds",150167.831286442,150525.479023048,357.647736606013,4,3,TRUE
17,1,1000,72,36,4,4,4,4,151428.300201281,337.1,2.01887194315592,17970404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_001/fit_K1_4_K2_4.rds",151428.300201281,151768.228654673,339.928453392,5,4,TRUE
5,2,1000,72,36,2,2,2,2,148737.8538138,269.982,0.989818306763967,5980202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_002/fit_K1_2_K2_2.rds",148737.8538138,149151.668146919,413.814333118993,3,2,TRUE
11,2,1000,72,36,3,3,3,3,150111.226019352,301.908,1.3475689291954,11980303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_002/fit_K1_3_K2_3.rds",150111.226019352,150488.628096893,377.402077540988,4,3,TRUE
17,2,1000,72,36,4,4,4,4,151090.018406408,347.576,2.03769270976384,17980404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_002/fit_K1_4_K2_4.rds",151090.018406408,151425.058735384,335.040328976,5,4,TRUE
5,3,1000,72,36,2,2,2,2,148954.623439629,268.066,0.988943262894948,5990202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_003/fit_K1_2_K2_2.rds",148954.623439629,149366.21925282,411.595813191001,3,2,TRUE
11,3,1000,72,36,3,3,3,3,150079.113935588,300.352,1.35112172365189,11990303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_003/fit_K1_3_K2_3.rds",150079.113935588,150719.236754523,640.122818935022,5,3,TRUE
17,3,1000,72,36,4,4,4,4,151354.634649869,337.818,2.0346974213918,17990404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_003/fit_K1_4_K2_4.rds",151354.634649869,151854.829209186,500.194559316995,5,4,TRUE
5,4,1000,72,36,2,2,2,2,148720.122828868,267.312,0.992295217514038,6000202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_004/fit_K1_2_K2_2.rds",148720.122828868,149062.407566381,342.284737512993,3,2,TRUE
11,4,1000,72,36,3,3,3,3,150538.958249842,300.84,1.34592380921046,12000303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_004/fit_K1_3_K2_3.rds",150538.958249842,150918.76305936,379.804809518013,4,3,TRUE
17,4,1000,72,36,4,4,4,4,151159.110843427,340.058,2.06476416190465,18000404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_004/fit_K1_4_K2_4.rds",151159.110843427,151499.015268901,339.904425474,5,4,TRUE
5,5,1000,72,36,2,2,2,2,148947.894723187,273.128,0.994794730345408,6010202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_005/fit_K1_2_K2_2.rds",148947.894723187,149502.352467125,554.457743937994,3,2,TRUE
11,5,1000,72,36,3,3,3,3,150357.593417122,306.188,1.345454621315,12010303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_005/fit_K1_3_K2_3.rds",150357.593417122,150689.069134609,331.475717486988,4,3,TRUE
17,5,1000,72,36,4,4,4,4,151019.144368466,340.688,2.04073089758555,18010404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_005/fit_K1_4_K2_4.rds",151019.144368466,151313.972922031,294.828553565021,5,4,TRUE
5,6,1000,72,36,2,2,2,2,148696.23662204,266.312,0.988571731249491,6020202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_006/fit_K1_2_K2_2.rds",148696.23662204,149038.754450971,342.517828930984,3,2,TRUE
11,6,1000,72,36,3,3,3,3,150438.718014666,313.588,1.34569231669108,12020303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_006/fit_K1_3_K2_3.rds",150438.718014666,150751.125850664,312.40783599799,4,3,TRUE
17,6,1000,72,36,4,4,4,4,151393.868216902,346.402,2.0391578356425,18020404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_006/fit_K1_4_K2_4.rds",151393.868216902,151846.147094372,452.278877470002,5,4,TRUE
5,7,1000,72,36,2,2,2,2,148763.4454242,265.436,1.00216701030731,6030202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_007/fit_K1_2_K2_2.rds",148763.4454242,149118.92728462,355.481860419997,3,2,TRUE
11,7,1000,72,36,3,3,3,3,149893.254665812,305.976,1.34897184769313,12030303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_007/fit_K1_3_K2_3.rds",149893.254665812,150234.752399541,341.497733728989,4,3,TRUE
17,7,1000,72,36,4,4,4,4,151577.34945064,340.52,2.03600421349208,18030404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_007/fit_K1_4_K2_4.rds",151577.34945064,151951.125330342,373.775879702007,5,4,TRUE
5,8,1000,72,36,2,2,2,2,148889.70500836,269.868,0.991064381599426,6040202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_008/fit_K1_2_K2_2.rds",148889.70500836,149239.534255539,349.829247179005,3,2,TRUE
11,8,1000,72,36,3,3,3,3,150476.48872594,301.808,1.34607378641764,12040303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_008/fit_K1_3_K2_3.rds",150476.48872594,150827.495928779,351.007202839013,4,3,TRUE
17,8,1000,72,36,4,4,4,4,151278.231579554,345.378,2.0335299094518,18040404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_008/fit_K1_4_K2_4.rds",151278.231579554,151676.496360198,398.264780644007,5,4,TRUE
5,9,1000,72,36,2,2,2,2,148554.672157184,266.854,0.990194050470988,6050202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_009/fit_K1_2_K2_2.rds",148554.672157184,148895.727110988,341.054953804007,3,2,TRUE
11,9,1000,72,36,3,3,3,3,150441.425674117,301.092,1.08282368183136,12050303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_009/fit_K1_3_K2_3.rds",150441.425674117,150936.974570878,495.548896761,4,3,TRUE
17,9,1000,72,36,4,4,4,4,150908.607707881,341.228,2.0389493783315,18050404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_009/fit_K1_4_K2_4.rds",150908.607707881,151303.142297402,394.534589521005,5,4,TRUE
5,10,1000,72,36,2,2,2,2,148901.110349526,273.086,0.98737363020579,6060202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_010/fit_K1_2_K2_2.rds",148901.110349526,149350.814569775,449.704220248997,3,2,TRUE
11,10,1000,72,36,3,3,3,3,150605.194035036,306.792,0.892235700289408,12060303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_010/fit_K1_3_K2_3.rds",150605.194035036,150979.51787131,374.323836274008,4,3,TRUE
17,10,1000,72,36,4,4,4,4,151776.349628362,336.384,2.04026325543722,18060404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_010/fit_K1_4_K2_4.rds",151776.349628362,152187.155606552,410.805978190008,5,4,TRUE
5,11,1000,72,36,2,2,2,2,149105.890524858,273.554,0.99297612508138,6070202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_011/fit_K1_2_K2_2.rds",149105.890524858,149446.054716984,340.164192126016,3,2,TRUE
11,11,1000,72,36,3,3,3,3,150436.523914263,302.386,1.34161946773529,12070303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_011/fit_K1_3_K2_3.rds",150436.523914263,150813.34847438,376.824560117006,4,3,TRUE
17,11,1000,72,36,4,4,4,4,151382.892151873,344.182,2.04117068052292,18070404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_011/fit_K1_4_K2_4.rds",151382.892151873,151760.14594041,377.253788536997,5,4,TRUE
5,12,1000,72,36,2,2,2,2,149262.930183006,269.426,0.992023861408234,6080202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_012/fit_K1_2_K2_2.rds",149262.930183006,149639.771138089,376.840955082997,3,2,TRUE
11,12,1000,72,36,3,3,3,3,150004.687854561,304.24,1.35301548639933,12080303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_012/fit_K1_3_K2_3.rds",150004.687854561,150385.700067061,381.012212500005,4,3,TRUE
17,12,1000,72,36,4,4,4,4,151275.397691209,336.212,2.04590521256129,18080404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_012/fit_K1_4_K2_4.rds",151275.397691209,151635.223409297,359.825718088017,5,4,TRUE
5,13,1000,72,36,2,2,2,2,149059.723978514,268.278,0.683286686738332,6090202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_013/fit_K1_2_K2_2.rds",149059.723978514,149444.548066981,384.824088466994,3,2,TRUE
11,13,1000,72,36,3,3,3,3,149994.734512792,297.986,1.34842799107234,12090303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_013/fit_K1_3_K2_3.rds",149994.734512792,150743.003859115,748.26934632301,5,3,TRUE
17,13,1000,72,36,4,4,4,4,151411.835161327,335.88,2.05210882822673,18090404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_013/fit_K1_4_K2_4.rds",151411.835161327,151707.938685752,296.10352442498,5,4,TRUE
5,14,1000,72,36,2,2,2,2,148750.432873633,268.718,0.991235454877218,6100202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_014/fit_K1_2_K2_2.rds",148750.432873633,149122.069523093,371.636649460008,3,2,TRUE
11,14,1000,72,36,3,3,3,3,149918.575655708,308.908,1.33393106857936,12100303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_014/fit_K1_3_K2_3.rds",149918.575655708,150239.004672381,320.429016673006,4,3,TRUE
17,14,1000,72,36,4,4,4,4,151350.295671843,336.172,2.03265778621038,18100404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_014/fit_K1_4_K2_4.rds",151350.295671843,151654.729522148,304.433850305009,5,4,TRUE
5,15,1000,72,36,2,2,2,2,148611.702241855,265.262,0.988749853769938,6110202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_015/fit_K1_2_K2_2.rds",148611.702241855,148884.718377037,273.016135181999,2,3,TRUE
11,15,1000,72,36,3,3,3,3,149803.096537594,301.058,1.34680845737457,12110303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_015/fit_K1_3_K2_3.rds",149803.096537594,150191.757166968,388.660629373975,4,3,TRUE
17,15,1000,72,36,4,4,4,4,151174.12748208,336.448,2.04587401549021,18110404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_015/fit_K1_4_K2_4.rds",151174.12748208,151678.575445971,504.447963890998,5,4,TRUE
5,16,1000,72,36,2,2,2,2,148604.19434426,273.892,0.990633908907572,6120202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_016/fit_K1_2_K2_2.rds",148604.19434426,148833.147800325,228.953456065006,2,3,TRUE
11,16,1000,72,36,3,3,3,3,150276.595865536,300.972,1.34613454739253,12120303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_016/fit_K1_3_K2_3.rds",150276.595865536,150705.43907051,428.843204974022,4,3,TRUE
17,16,1000,72,36,4,4,4,4,151533.067988812,340.664,2.04751213391622,18120404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_016/fit_K1_4_K2_4.rds",151533.067988812,151895.235312165,362.167323353002,5,4,TRUE
5,17,1000,72,36,2,2,2,2,148504.42222322,272.704,0.991248293717702,6130202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_017/fit_K1_2_K2_2.rds",148504.42222322,148876.6031906,372.180967380002,2,3,TRUE
11,17,1000,72,36,3,3,3,3,149848.716564514,307.024,0.997583615779877,12130303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_017/fit_K1_3_K2_3.rds",149848.716564514,150243.081607909,394.365043394995,4,3,TRUE
17,17,1000,72,36,4,4,4,4,151561.075868834,338.506,1.30902663866679,18130404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_017/fit_K1_4_K2_4.rds",151561.075868834,152170.900948906,609.825080071983,3,4,TRUE
5,18,1000,72,36,2,2,2,2,149401.181408745,270.406,0.686214057604472,6140202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_018/fit_K1_2_K2_2.rds",149401.181408745,149753.583103144,352.401694398985,3,2,TRUE
11,18,1000,72,36,3,3,3,3,150281.026211535,304.942,1.35388287703196,12140303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_018/fit_K1_3_K2_3.rds",150281.026211535,150609.346999671,328.320788135985,4,3,TRUE
17,18,1000,72,36,4,4,4,4,151343.886828237,343.534,2.02505533297857,18140404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_018/fit_K1_4_K2_4.rds",151343.886828237,151754.148458043,410.261629805987,5,4,TRUE
5,19,1000,72,36,2,2,2,2,149101.370029081,266.902,0.992454413572947,6150202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_019/fit_K1_2_K2_2.rds",149101.370029081,149476.164842581,374.79481349999,3,2,TRUE
11,19,1000,72,36,3,3,3,3,149830.392975311,297.22,1.34301667610804,12150303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_019/fit_K1_3_K2_3.rds",149830.392975311,150499.337858273,668.944882962009,4,3,TRUE
17,19,1000,72,36,4,4,4,4,151081.060098497,338.612,2.04209449688594,18150404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_019/fit_K1_4_K2_4.rds",151081.060098497,151418.278113586,337.21801508902,5,4,TRUE
5,20,1000,72,36,2,2,2,2,149186.103618773,270.652,0.997025787830353,6160202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_020/fit_K1_2_K2_2.rds",149186.103618773,149555.623713168,369.520094395004,2,3,TRUE
11,20,1000,72,36,3,3,3,3,149886.660648278,300.842,1.33792487780253,12160303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_020/fit_K1_3_K2_3.rds",149886.660648278,150206.61409741,319.953449132008,4,3,TRUE
17,20,1000,72,36,4,4,4,4,151661.380302427,344.552,2.03522177537282,18160404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_020/fit_K1_4_K2_4.rds",151661.380302427,152020.497871609,359.11756918201,5,4,TRUE
5,21,1000,72,36,2,2,2,2,149210.312038444,272.684,0.997334802150726,6170202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_021/fit_K1_2_K2_2.rds",149210.312038444,149601.975705821,391.663667376997,3,2,TRUE
11,21,1000,72,36,3,3,3,3,149508.35919534,300.426,1.35431058804194,12170303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_021/fit_K1_3_K2_3.rds",149508.35919534,149879.533166447,371.173971107026,4,3,TRUE
17,21,1000,72,36,4,4,4,4,151680.682006168,344.96,2.02172063191732,18170404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_021/fit_K1_4_K2_4.rds",151680.682006168,152102.824374219,422.142368050991,5,4,TRUE
5,22,1000,72,36,2,2,2,2,148820.669230818,272.114,0.987341717878978,6180202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_022/fit_K1_2_K2_2.rds",148820.669230818,149204.042893034,383.373662216007,3,2,TRUE
11,22,1000,72,36,3,3,3,3,150344.16267666,305.136,0.949165825049082,12180303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_022/fit_K1_3_K2_3.rds",150344.16267666,150679.552662647,335.389985987014,4,3,TRUE
17,22,1000,72,36,4,4,4,4,150992.635602702,332.28,2.02959070603053,18180404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_022/fit_K1_4_K2_4.rds",150992.635602702,151439.100438186,446.464835483988,5,4,TRUE
5,23,1000,72,36,2,2,2,2,148550.476824364,268.584,0.987372763951619,6190202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_023/fit_K1_2_K2_2.rds",148550.476824364,148893.563396539,343.086572174972,3,2,TRUE
11,23,1000,72,36,3,3,3,3,150561.685306503,299.654,1.31848051945368,12190303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_023/fit_K1_3_K2_3.rds",150561.685306503,150890.601183053,328.915876549989,4,3,TRUE
17,23,1000,72,36,4,4,4,4,151327.901091359,333.774,2.04454049666723,18190404,"result/bic_fits/scenario_17_n1000_J36_trueK4/replicate_023/fit_K1_4_K2_4.rds",151327.901091359,151840.184585797,512.283494437987,3,4,TRUE
5,24,1000,72,36,2,2,2,2,148738.072935425,266.618,0.988457071781158,6200202,"result/bic_fits/scenario_05_n1000_J36_trueK2/replicate_024/fit_K1_2_K2_2.rds",148738.072935425,149096.685007139,358.612071713986,3,2,TRUE
11,24,1000,72,36,3,3,3,3,149988.532674982,301.262,1.35118900140127,12200303,"result/bic_fits/scenario_11_n1000_J36_trueK3/replicate_024/fit_K1_3_K2_3.rds",149988.532674982,150342.677096487,354.144421504985,4,3,TRUE
